date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:06:46	29260/29260	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd3a-724c%22	http://layerdrops.com/krowd/assets/images/categories-bg.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/categories-bg.jpg	(from http://layerdrops.com/krowd/index.html)
21:06:48	2742/2742	---M--	200	added ('OK')	image/png	etag:%225ee5c61c-ab6%22	http://layerdrops.com/krowd/assets/images/singin.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/singin.png	(from http://layerdrops.com/krowd/index.html)
21:06:54	139277/139277	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd10-2200d%22	http://layerdrops.com/krowd/assets/images/banner-bg-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/banner-bg-1.jpg	(from http://layerdrops.com/krowd/index.html)
21:07:03	50115/50115	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd5e-c3c3%22	http://layerdrops.com/krowd/assets/images/explore-projects-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/explore-projects-2.jpg	(from http://layerdrops.com/krowd/index.html)
21:07:03	82722/82722	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd62-14322%22	http://layerdrops.com/krowd/assets/images/cta-bg.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/cta-bg.jpg	(from http://layerdrops.com/krowd/index.html)
21:07:08	99959/99959	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd5e-18677%22	http://layerdrops.com/krowd/assets/images/explore-projects-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/explore-projects-1.jpg	(from http://layerdrops.com/krowd/index.html)
21:07:17	38865/38865	---M--	200	added ('OK')	image/jpeg	etag:%225efcdeaa-97d1%22	http://layerdrops.com/krowd/assets/images/why-choose-thumb-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/why-choose-thumb-1.jpg	(from http://layerdrops.com/krowd/index.html)
21:07:18	70009/70009	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd60-11179%22	http://layerdrops.com/krowd/assets/images/explore-projects-4.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/explore-projects-4.jpg	(from http://layerdrops.com/krowd/index.html)
21:07:18	76172/76172	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd60-1298c%22	http://layerdrops.com/krowd/assets/images/explore-projects-3.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/explore-projects-3.jpg	(from http://layerdrops.com/krowd/index.html)
21:07:20	245237/245237	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd40-3bdf5%22	http://layerdrops.com/krowd/assets/images/banner-bg-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/banner-bg-2.jpg	(from http://layerdrops.com/krowd/index.html)
21:07:25	14436/14436	---M--	200	added ('OK')	image/png	etag:%225ee63354-3864%22	http://layerdrops.com/krowd/assets/images/fun-facts-shape-2.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/fun-facts-shape-2.png	(from http://layerdrops.com/krowd/index.html)
21:07:27	2850/2850	---M--	200	added ('OK')	image/png	etag:%225ee66184-b22%22	http://layerdrops.com/krowd/assets/images/brand.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/brand.png	(from http://layerdrops.com/krowd/index.html)
21:07:29	77083/77083	---M--	200	added ('OK')	image/jpeg	etag:%225efcdeaa-12d1b%22	http://layerdrops.com/krowd/assets/images/why-choose-thumb-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/why-choose-thumb-2.jpg	(from http://layerdrops.com/krowd/index.html)
21:07:32	72475/72475	---M--	200	added ('OK')	image/png	etag:%225ee63290-11b1b%22	http://layerdrops.com/krowd/assets/images/fun-facts-shape-1.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/fun-facts-shape-1.png	(from http://layerdrops.com/krowd/index.html)
21:07:39	60790/60790	---M--	200	added ('OK')	image/jpeg	etag:%225efcde70-ed76%22	http://layerdrops.com/krowd/assets/images/testimonials-thumb.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/testimonials-thumb.jpg	(from http://layerdrops.com/krowd/index.html)
21:07:40	54496/54496	---M--	200	added ('OK')	image/jpeg	etag:%225efcde70-d4e0%22	http://layerdrops.com/krowd/assets/images/testimonials-thumb-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/testimonials-thumb-2.jpg	(from http://layerdrops.com/krowd/index.html)
21:07:50	159822/159822	---M--	200	added ('OK')	image/jpeg	etag:%225efcde72-2704e%22	http://layerdrops.com/krowd/assets/images/together-bg.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/together-bg.jpg	(from http://layerdrops.com/krowd/index.html)
21:07:51	59633/59633	---M--	200	added ('OK')	image/jpeg	etag:%225efcde66-e8f1%22	http://layerdrops.com/krowd/assets/images/team-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/team-2.jpg	(from http://layerdrops.com/krowd/index.html)
21:07:52	70708/70708	---M--	200	added ('OK')	image/jpeg	etag:%225efcdeaa-11434%22	http://layerdrops.com/krowd/assets/images/team-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/team-1.jpg	(from http://layerdrops.com/krowd/index.html)
21:07:55	137752/137752	---M--	200	added ('OK')	image/jpeg	etag:%225efcde70-21a18%22	http://layerdrops.com/krowd/assets/images/team-bg.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/team-bg.jpg	(from http://layerdrops.com/krowd/index.html)
21:08:02	51331/51331	---M--	200	added ('OK')	image/jpeg	etag:%225efcddba-c883%22	http://layerdrops.com/krowd/assets/images/news-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/news-1.jpg	(from http://layerdrops.com/krowd/index.html)
21:08:03	56437/56437	---M--	200	added ('OK')	image/jpeg	etag:%225efcddba-dc75%22	http://layerdrops.com/krowd/assets/images/news-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/news-2.jpg	(from http://layerdrops.com/krowd/index.html)
21:08:05	84704/84704	---M--	200	added ('OK')	image/jpeg	etag:%225efcde66-14ae0%22	http://layerdrops.com/krowd/assets/images/team-3.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/team-3.jpg	(from http://layerdrops.com/krowd/index.html)
21:08:10	15929/15929	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd8a-3e39%22	http://layerdrops.com/krowd/assets/images/footer-bg.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/footer-bg.jpg	(from http://layerdrops.com/krowd/index.html)
21:08:12	3241/3241	---M--	200	added ('OK')	image/png	etag:%225ee9002a-ca9%22	http://layerdrops.com/krowd/assets/images/logo-2.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/logo-2.png	(from http://layerdrops.com/krowd/index.html)
21:08:13	55916/55916	---M--	200	added ('OK')	image/jpeg	etag:%225efcdde6-da6c%22	http://layerdrops.com/krowd/assets/images/news-4.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/news-4.jpg	(from http://layerdrops.com/krowd/index.html)
21:08:13	107182/107182	---M--	200	added ('OK')	image/jpeg	etag:%225efcdde6-1a2ae%22	http://layerdrops.com/krowd/assets/images/news-3.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/news-3.jpg	(from http://layerdrops.com/krowd/index.html)
21:08:14	2783/2783	---M--	200	added ('OK')	image/png	etag:%225ee906ac-adf%22	http://layerdrops.com/krowd/assets/images/footer-shape.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/footer-shape.png	(from http://layerdrops.com/krowd/index.html)
21:08:14	63319/63319	---M--	200	added ('OK')	image/jpeg	etag:%225efcddb8-f757%22	http://layerdrops.com/krowd/assets/images/guide-bg.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/guide-bg.jpg	(from http://layerdrops.com/krowd/index.html)
21:08:14	8636/8636	---MCZ	200	added ('OK')	application/javascript	etag:W/%225aeb88f8-21bc%22	http://layerdrops.com/krowd/assets/js/vendor/modernizr-3.6.0.min.js	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/js/vendor/modernizr-3.6.0.min.js	(from http://layerdrops.com/krowd/index.html)
21:08:16	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ed4e81a-15d84%22	http://layerdrops.com/krowd/assets/js/vendor/jquery-3.5.1.min.js	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/js/vendor/jquery-3.5.1.min.js	(from http://layerdrops.com/krowd/index.html)
21:08:18	58072/58072	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c6411f6-e2d8%22	http://layerdrops.com/krowd/assets/js/bootstrap.min.js	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/js/bootstrap.min.js	(from http://layerdrops.com/krowd/index.html)
21:08:18	21004/21004	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cbd7120-520c%22	http://layerdrops.com/krowd/assets/js/popper.min.js	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/js/popper.min.js	(from http://layerdrops.com/krowd/index.html)
21:08:18	1249/1249	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bd0ac76-4e1%22	http://layerdrops.com/krowd/assets/js/ajax-contact.js	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/js/ajax-contact.js	(from http://layerdrops.com/krowd/index.html)
21:08:20	10264/10264	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cc5683e-2818%22	http://layerdrops.com/krowd/assets/js/odometer.min.js	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/js/odometer.min.js	(from http://layerdrops.com/krowd/index.html)
21:08:20	1266/1266	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cc5683e-4f2%22	http://layerdrops.com/krowd/assets/js/jquery.appear.min.js	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/js/jquery.appear.min.js	(from http://layerdrops.com/krowd/index.html)
21:08:21	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%225934f624-4ef8%22	http://layerdrops.com/krowd/assets/js/jquery.magnific-popup.min.js	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/js/jquery.magnific-popup.min.js	(from http://layerdrops.com/krowd/index.html)
21:08:22	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%2259d3b18a-a76f%22	http://layerdrops.com/krowd/assets/js/slick.min.js	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/js/slick.min.js	(from http://layerdrops.com/krowd/index.html)
21:08:23	11653/11653	---MCZ	200	added ('OK')	application/javascript	etag:W/%225efe1806-2d85%22	http://layerdrops.com/krowd/assets/js/main.js	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/js/main.js	(from http://layerdrops.com/krowd/index.html)
21:08:30	2816/2816	---M--	200	added ('OK')	image/png	etag:%225eea228a-b00%22	http://layerdrops.com/krowd/assets/images/shape/banner-line-1.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/shape/banner-line-1.png	(from http://layerdrops.com/krowd/index-2.html)
21:08:34	17439/17439	---M--	200	added ('OK')	image/png	etag:%225eea23ec-441f%22	http://layerdrops.com/krowd/assets/images/shape/banner-line-2.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/shape/banner-line-2.png	(from http://layerdrops.com/krowd/index-2.html)
21:08:34	46012/46012	---M--	200	added ('OK')	image/png	etag:%225efcdd38-b3bc%22	http://layerdrops.com/krowd/assets/images/banner-color-shadow.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/banner-color-shadow.png	(from http://layerdrops.com/krowd/index-2.html)
21:08:36	92926/92926	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd40-16afe%22	http://layerdrops.com/krowd/assets/images/banner-bg-3.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/banner-bg-3.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:08:47	61094/61094	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd0a-eea6%22	http://layerdrops.com/krowd/assets/images/about-thumb-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/about-thumb-1.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:08:47	32143/32143	---M--	200	added ('OK')	image/jpeg	etag:%225efcde0a-7d8f%22	http://layerdrops.com/krowd/assets/images/portfolio-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/portfolio-1.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:08:48	57080/57080	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd0c-def8%22	http://layerdrops.com/krowd/assets/images/about-thumb-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/about-thumb-2.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:08:51	116429/116429	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd36-1c6cd%22	http://layerdrops.com/krowd/assets/images/banner-bg-4.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/banner-bg-4.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:08:59	54606/54606	---M--	200	added ('OK')	image/jpeg	etag:%225efcde02-d54e%22	http://layerdrops.com/krowd/assets/images/portfolio-3.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/portfolio-3.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:08:59	52742/52742	---M--	200	added ('OK')	image/jpeg	etag:%225efcde02-ce06%22	http://layerdrops.com/krowd/assets/images/portfolio-4.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/portfolio-4.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:09:03	61840/61840	---M--	200	added ('OK')	image/jpeg	etag:%225efcde04-f190%22	http://layerdrops.com/krowd/assets/images/portfolio-5.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/portfolio-5.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:09:03	6495/6495	---M--	200	added ('OK')	image/png	etag:%225efcdd3a-195f%22	http://layerdrops.com/krowd/assets/images/client-1.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/client-1.png	(from http://layerdrops.com/krowd/index-2.html)
21:09:06	102246/102246	---M--	200	added ('OK')	image/jpeg	etag:%225efcde0c-18f66%22	http://layerdrops.com/krowd/assets/images/portfolio-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/portfolio-2.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:09:06	33482/33482	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd8a-82ca%22	http://layerdrops.com/krowd/assets/images/faq-bg.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/faq-bg.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:09:06	12241/12241	---M--	200	added ('OK')	image/png	etag:%225eead0fe-2fd1%22	http://layerdrops.com/krowd/assets/images/client-2.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/client-2.png	(from http://layerdrops.com/krowd/index-2.html)
21:09:08	19357/19357	---M--	200	added ('OK')	image/png	etag:%225eead116-4b9d%22	http://layerdrops.com/krowd/assets/images/client-3.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/client-3.png	(from http://layerdrops.com/krowd/index-2.html)
21:09:10	26775/26775	---M--	200	added ('OK')	image/png	etag:%225efcdde6-6897%22	http://layerdrops.com/krowd/assets/images/next-big-thing-thumb.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/next-big-thing-thumb.png	(from http://layerdrops.com/krowd/index-2.html)
21:09:10	1869/1869	---M--	200	added ('OK')	image/jpeg	etag:%225eec12cc-74d%22	http://layerdrops.com/krowd/assets/images/tech-logo.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/tech-logo.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:09:20	69674/69674	---M--	200	added ('OK')	image/jpeg	etag:%225efcdde8-1102a%22	http://layerdrops.com/krowd/assets/images/news-item-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/news-item-1.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:09:22	49025/49025	---M--	200	added ('OK')	image/jpeg	etag:%225efcdde8-bf81%22	http://layerdrops.com/krowd/assets/images/news-item-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/news-item-2.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:09:27	72753/72753	---M--	200	added ('OK')	image/jpeg	etag:%225efcdde2-11c31%22	http://layerdrops.com/krowd/assets/images/news-item-3.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/news-item-3.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:09:28	66178/66178	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd36-10282%22	http://layerdrops.com/krowd/assets/images/banner-bg-5.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/banner-bg-5.jpg	(from http://layerdrops.com/krowd/index-3.html)
21:09:35	34972/34972	---M--	200	added ('OK')	image/jpeg	etag:%225efcde0a-889c%22	http://layerdrops.com/krowd/assets/images/project-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/project-2.jpg	(from http://layerdrops.com/krowd/index-3.html)
21:09:37	39803/39803	---M--	200	added ('OK')	image/jpeg	etag:%225efcde0a-9b7b%22	http://layerdrops.com/krowd/assets/images/project-3.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/project-3.jpg	(from http://layerdrops.com/krowd/index-3.html)
21:09:41	118592/118592	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd0e-1cf40%22	http://layerdrops.com/krowd/assets/images/about-thumb-3.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/about-thumb-3.jpg	(from http://layerdrops.com/krowd/index-3.html)
21:09:42	40239/40239	---M--	200	added ('OK')	image/jpeg	etag:%225efcde3a-9d2f%22	http://layerdrops.com/krowd/assets/images/project-4.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/project-4.jpg	(from http://layerdrops.com/krowd/index-3.html)
21:09:46	135675/135675	---M--	200	added ('OK')	image/jpeg	etag:%225efcde0a-211fb%22	http://layerdrops.com/krowd/assets/images/project-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/project-1.jpg	(from http://layerdrops.com/krowd/index-3.html)
21:09:46	21188/21188	---M--	200	added ('OK')	image/png	etag:%225efcdd0e-52c4%22	http://layerdrops.com/krowd/assets/images/4-easy-steps-1.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/4-easy-steps-1.png	(from http://layerdrops.com/krowd/index-3.html)
21:09:48	19021/19021	---M--	200	added ('OK')	image/png	etag:%225efcdd06-4a4d%22	http://layerdrops.com/krowd/assets/images/4-easy-steps-2.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/4-easy-steps-2.png	(from http://layerdrops.com/krowd/index-3.html)
21:09:51	21113/21113	---M--	200	added ('OK')	image/png	etag:%225efcdd08-5279%22	http://layerdrops.com/krowd/assets/images/4-easy-steps-3.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/4-easy-steps-3.png	(from http://layerdrops.com/krowd/index-3.html)
21:09:52	20692/20692	---M--	200	added ('OK')	image/png	etag:%225efcdd08-50d4%22	http://layerdrops.com/krowd/assets/images/4-easy-steps-4.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/4-easy-steps-4.png	(from http://layerdrops.com/krowd/index-3.html)
21:09:54	18190/18190	---M--	200	added ('OK')	image/jpeg	etag:%225efcde34-470e%22	http://layerdrops.com/krowd/assets/images/project-bg-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/project-bg-1.jpg	(from http://layerdrops.com/krowd/index-3.html)
